MSOAcode,Population,Population70AndOver
E02004984,6471,786
E02004985,7106,1440
E02004986,8186,493
E02004987,7226,724
E02004988,8073,724
E02004989,14454,802
E02004990,7248,878
E02004991,8984,597
E02004992,11466,690
E02004993,5778,820
E02004994,5967,1011
E02004995,5366,1048
E07000143,139329,25408
E02005503,7443,1503
E02005504,9057,1963
E02005505,7650,1489
E02005506,6961,1388
E02005507,11856,2122
E02005508,6977,1388
E02005509,8209,2145
E02005510,6953,1740
E02005511,8048,1880
E02005512,9334,1285
E02005513,9948,1782
E02005514,6827,1335
E02005515,6442,1088
E02005516,6796,1305
E02005517,6549,558
E02005518,11443,1447
E02005519,8836,990
E07000144,129464,24657
E02005520,8429,1875
E02005521,8797,1540
E02005522,5551,1021
E02005523,8412,1094
E02005524,5488,1042
E02005525,10232,1604
E02005526,5350,1003
E02005527,8803,1707
E02005528,8496,1611
E02005529,5813,1520
E02005530,5400,1109
E02005531,5429,959
E02005532,7810,1866
E02005533,8674,1753
E02005534,7268,1486
E02005535,7293,939
E02005536,6153,1253
E02005537,6066,1275
E07000145,99370,17558
E02005538,9038,2175
E02005539,7585,1512
E02005540,9098,2311
E02005541,5980,1125
E02005542,7647,869
E02005543,9569,848
E02005544,7509,714
E02005545,6405,1393
E02005546,7949,1248
E02005547,8798,1558
E02005548,7324,1272
E02005549,5332,1113
E02005550,7136,1420
E07000146,151811,28880
E02005551,5255,1775
E02005552,6852,1787
E02005553,8678,2705
E02005554,6895,1961
E02005555,6933,1496
E02005556,7352,1196
E02005557,6697,582
E02005558,7077,1398
E02005559,7329,987
E02005560,9343,882
E02005561,11081,1260
E02005562,7146,1477
E02005563,7569,1369
E02005564,10246,1629
E02005565,7076,1219
E02005566,9753,1762
E02005567,10928,2698
E02005568,7409,1501
E02005569,8192,1196
E07000147,104552,25449
E02005570,7421,2270
E02005571,5998,1664
E02005572,7728,2076
E02005573,5762,1809
E02005574,7035,1764
E02005575,7128,1577
E02005576,6677,1824
E02005577,6108,1224
E02005578,5870,1070
E02005579,12778,2901
E02005580,7859,1832
E02005581,8668,1485
E02005582,6855,1477
E02005583,8665,2476
E07000148,141137,15324
E02005584,11061,1159
E02005585,11144,1014
E02005586,9988,688
E02005587,9863,1515
E02005588,12120,984
E02005589,12193,1072
E02005590,10866,1333
E02005592,9599,730
E02005593,12467,847
E02005594,11328,1386
E02005595,8853,1995
E02005596,9381,1338
E02006907,6597,681
E02006908,5677,582
E07000149,138017,24469
E02005597,16089,2157
E02005598,9756,1533
E02005599,6377,1250
E02005600,6604,1067
E02005601,5659,1274
E02005602,11820,2317
E02005603,10825,1341
E02005604,8446,1681
E02005605,10807,1815
E02005606,5741,1037
E02005607,11398,1927
E02005608,7768,1645
E02005609,7569,1602
E02005610,8060,1613
E02005611,11098,2210
E07000200,91401,17449
E02006227,6250,1432
E02006228,6124,1021
E02006229,5870,1352
E02006230,11109,2154
E02006231,8649,1294
E02006232,6058,1168
E02006233,11700,2229
E02006234,9621,1407
E02006235,8165,1691
E02006236,10193,2200
E02006237,7662,1501
E07000244,248249,49744
E02006287,6152,1548
E02006288,9211,1894
E02006289,9329,1987
E02006290,8116,1971
E02006291,7454,1578
E02006292,6873,1252
E02006293,11369,1657
E02006294,8192,2188
E02006295,9718,1929
E02006296,13438,1986
E02006297,8185,1565
E02006298,9208,1420
E02006299,8425,2527
E02006300,7694,1160
E02006301,6574,1395
E02006302,6682,1602
E02006303,8141,1146
E02006304,7661,1917
E02006305,10004,984
E02006306,7469,1492
E02006307,7270,1886
E02006308,7672,961
E02006309,7002,1511
E02006310,8579,1282
E02006311,8445,1917
E02006312,8842,1720
E02006313,10109,2296
E02006314,7406,1486
E02006315,5855,1589
E02006316,7174,1898
E07000202,137532,16235
E02006245,7767,1233
E02006246,7074,1245
E02006247,9025,824
E02006248,8170,1169
E02006249,8244,1235
E02006250,10958,666
E02006251,10873,674
E02006252,9078,1024
E02006253,7024,1514
E02006254,9548,954
E02006255,8230,744
E02006256,9722,859
E02006257,6508,1191
E02006258,9276,875
E02006259,7184,1026
E02006260,8851,1002
E07000203,102493,17927
E02006261,8023,1716
E02006262,9081,1749
E02006263,7639,1627
E02006264,8589,1459
E02006265,7169,1379
E02006266,9608,1882
E02006267,8596,1418
E02006268,6376,1164
E02006269,7274,1225
E02006270,13262,1323
E02006271,9336,1464
E02006272,7540,1521
E07000245,178881,27698
E02006238,9935,1819
E02006239,7681,870
E02006240,9917,976
E02006241,9133,1403
E02006242,9696,1033
E02006243,9101,1075
E02006826,9936,1441
E02006273,6765,1390
E02006274,6932,985
E02006275,7157,957
E02006276,6606,1631
E02006277,8052,687
E02006278,8783,1459
E02006279,8923,1786
E02006280,9881,1969
E02006281,8817,2256
E02006282,6348,1497
E02006283,7715,1219
E02006284,7909,1102
E02006285,7799,725
E02006286,11795,1418
E09000007,262226,22127
E02000166,9092,1237
E02000167,9437,1374
E02000168,9501,885
E02000169,9199,1120
E02000170,9690,791
E02000171,9464,890
E02000172,12101,956
E02000173,9893,881
E02000174,10236,693
E02000175,11240,706
E02000176,7654,784
E02000177,10464,1012
E02000178,10424,650
E02000179,7577,804
E02000180,9764,599
E02000181,9139,663
E02000182,8675,879
E02000183,8612,954
E02000184,10251,551
E02000185,9954,952
E02000186,8180,622
E02000187,11091,716
E02000188,8883,573
E02000189,7083,394
E02000190,8540,629
E02000191,8703,461
E02000192,8784,623
E02000193,8595,728
E09000001,8706,1076
E02000001,8706,1076
E09000012,279665,14214
E02000345,9694,482
E02000346,7857,443
E02000347,8837,505
E02000348,9047,400
E02000350,10029,413
E02000351,9676,435
E02000352,7290,496
E02000353,8196,511
E02000354,10710,607
E02000355,9283,600
E02000356,7441,366
E02000357,6664,508
E02000358,11894,638
E02000359,6750,407
E02000360,12074,647
E02000361,8966,369
E02000362,7434,357
E02000363,12071,640
E02000364,10317,688
E02000365,15445,811
E02000366,9293,620
E02000367,11594,350
E02000368,10632,618
E02000369,14403,632
E02000370,9966,391
E02000371,16174,477
E02006918,9308,388
E02006921,8620,415
E09000013,185426,13921
E02000372,9878,625
E02000373,6740,418
E02000374,6814,508
E02000375,6998,457
E02000376,6907,417
E02000377,8243,571
E02000378,6531,444
E02000379,7850,772
E02000380,5847,467
E02000381,7967,518
E02000382,5917,412
E02000383,8952,868
E02000384,7345,713
E02000385,6024,304
E02000386,8100,528
E02000387,6020,444
E02000388,8697,722
E02000389,8405,800
E02000390,6386,432
E02000391,7986,647
E02000392,9508,595
E02000393,5897,434
E02000394,9177,608
E02000395,6180,686
E02000396,7057,531
E09000014,270624,18573
E02000397,8579,529
E02000398,7892,423
E02000400,8161,643
E02000401,6721,433
E02000402,6775,427
E02000403,8207,459
E02000404,7868,561
E02000405,6496,532
E02000406,7222,436
E02000407,7687,505
E02000408,8457,492
E02000409,6414,454
E02000410,6708,550
E02000411,10690,511
E02000412,7843,504
E02000413,7631,712
E02000414,7133,432
E02000415,7234,543
E02000416,8024,533
E02000417,6573,754
E02000418,5427,587
E02000419,8956,511
E02000420,8243,530
E02000421,8273,503
E02000422,8461,548
E02000423,7434,428
E02000424,6881,407
E02000425,7867,362
E02000426,6156,864
E02000427,6971,352
E02000428,8197,455
E02000429,7056,667
E02000430,7221,459
E02000431,6223,563
E02000432,6340,379
E02006794,8603,525
E09000019,239142,14613
E02000554,10022,605
E02000555,9917,718
E02000556,11405,662
E02000557,8876,755
E02000558,10194,643
E02000559,10524,534
E02000560,9011,493
E02000561,8559,597
E02000562,8839,663
E02000563,8617,570
E02000564,13803,548
E02000565,9054,468
E02000566,9383,617
E02000567,11528,693
E02000568,12909,714
E02000569,11123,874
E02000570,9957,619
E02000571,9191,661
E02000572,9267,629
E02000573,10399,717
E02000574,9588,567
E02000575,15138,600
E02000576,11838,666
E09000020,156197,17345
E02000577,6753,664
E02000578,5849,683
E02000579,8145,773
E02000580,8002,732
E02000581,6622,923
E02000582,7267,845
E02000583,6956,761
E02000584,8043,926
E02000585,8024,948
E02000586,7663,655
E02000587,7434,891
E02000588,7856,985
E02000589,8684,652
E02000590,6861,956
E02000591,6823,580
E02000592,6907,727
E02000593,8088,703
E02000594,7780,1374
E02000595,7507,988
E02000596,7700,729
E02000597,7233,850
E09000022,325917,18539
E02000619,9094,666
E02000620,10516,628
E02000621,11724,623
E02000622,8969,439
E02000623,8115,576
E02000624,8913,449
E02000625,8385,422
E02000626,8437,370
E02000627,9997,560
E02000628,9764,603
E02000629,9265,406
E02000630,8063,419
E02000631,9431,595
E02000632,9380,364
E02000633,9169,437
E02000634,6880,447
E02000635,9228,419
E02000636,8228,429
E02000637,9045,470
E02000638,10838,561
E02000639,8255,348
E02000640,9853,598
E02000641,8745,439
E02000642,9856,686
E02000643,9561,531
E02000644,9058,475
E02000645,9773,523
E02000646,10411,674
E02000647,9293,821
E02000648,8397,567
E02000649,13570,632
E02000650,7795,418
E02000651,9114,697
E02000652,7808,670
E02006801,10987,577
E09000023,303536,19987
E02000653,11373,410
E02000654,8664,382
E02000655,9350,425
E02000657,9764,438
E02000658,8874,509
E02000659,7987,535
E02000660,8528,386
E02000661,6811,687
E02000662,8814,383
E02000663,7406,462
E02000664,14317,687
E02000665,8734,627
E02000666,7365,562
E02000667,7012,458
E02000668,7489,620
E02000669,8180,485
E02000670,6645,396
E02000671,8738,557
E02000672,9963,581
E02000673,8697,551
E02000674,8666,666
E02000675,8976,760
E02000676,8309,587
E02000677,7508,652
E02000678,6851,508
E02000679,8360,584
E02000680,7689,502
E02000681,8738,728
E02000682,9001,729
E02000683,6486,580
E02000685,8443,680
E02000686,7445,467
E02000687,8454,712
E02006783,7634,529
E02006784,8161,824
E02006798,8104,338
E09000025,352005,17458
E02000714,8270,403
E02000715,7782,469
E02000716,7864,467
E02000717,8644,413
E02000718,7563,361
E02000719,8747,560
E02000720,7908,511
E02000721,9901,503
E02000722,8616,405
E02000723,11245,683
E02000724,10001,577
E02000725,10241,428
E02000726,24969,422
E02000727,8607,397
E02000728,8170,432
E02000729,7406,428
E02000730,9119,598
E02000731,10995,549
E02000732,8027,450
E02000733,10366,587
E02000734,7674,425
E02000735,8598,645
E02000736,9147,466
E02000737,10208,643
E02000738,9116,487
E02000739,7736,402
E02000740,7117,325
E02000741,8956,450
E02000742,8822,481
E02000743,10200,563
E02000744,9495,518
E02000745,8411,375
E02000746,8539,316
E02000747,13422,622
E02000748,6552,270
E02000749,8771,449
E02000750,14800,378
E09000028,317256,18073
E02000807,9436,428
E02000808,11200,469
E02000809,14056,337
E02000810,13415,584
E02000812,10660,639
E02000813,10720,548
E02000814,9865,463
E02000815,6990,253
E02000816,10463,605
E02000817,7272,606
E02000818,8297,550
E02000819,8875,454
E02000820,10334,570
E02000821,8277,482
E02000822,7193,361
E02000823,8918,576
E02000824,9841,611
E02000825,9526,490
E02000826,9222,555
E02000827,10991,596
E02000828,8617,451
E02000829,11704,651
E02000830,9413,567
E02000831,10019,600
E02000832,10797,813
E02000833,8874,472
E02000834,9974,677
E02000835,7872,479
E02000836,8635,546
E02000837,9610,856
E02000838,9688,661
E02000839,8460,749
E02006802,8042,374
E09000030,317705,13192
E02000864,10304,596
E02000865,8402,449
E02000866,10844,605
E02000867,12692,427
E02000868,7373,321
E02000869,6589,397
E02000870,6924,365
E02000871,11424,459
E02000872,9069,323
E02000873,10790,440
E02000874,8035,300
E02000875,13597,409
E02000876,8136,225
E02000877,12914,514
E02000878,11738,515
E02000879,9258,731
E02000880,6576,288
E02000881,9149,374
E02000882,10474,455
E02000883,8967,486
E02000884,13133,401
E02000885,7738,546
E02000886,9165,371
E02000887,11184,405
E02000888,10207,337
E02000889,8485,350
E02000890,6681,397
E02000891,19374,448
E02000893,8106,420
E02000894,11777,399
E02006853,10570,286
E02006854,8030,153
E09000032,326474,21662
E02000923,8075,900
E02000924,13753,626
E02000925,7942,529
E02000926,10912,724
E02000927,7358,565
E02000928,8554,733
E02000929,7544,535
E02000930,10741,448
E02000931,9569,434
E02000932,11501,593
E02000933,9005,870
E02000934,9897,470
E02000935,7136,534
E02000936,9152,845
E02000937,8419,398
E02000938,11134,1052
E02000939,8346,687
E02000940,8652,476
E02000941,10383,606
E02000942,9598,754
E02000943,8831,485
E02000944,7207,467
E02000945,8260,523
E02000946,8514,431
E02000947,9036,573
E02000948,9919,574
E02000949,10067,671
E02000950,7535,582
E02000951,6517,450
E02000952,6113,422
E02000953,7851,346
E02000954,6231,503
E02000955,6548,538
E02000956,8151,450
E02000957,11039,653
E02000958,8647,738
E02000959,8337,477
E09000033,255324,21916
E02000960,8316,1052
E02000961,11232,958
E02000962,10306,1275
E02000963,11063,884
E02000964,13643,895
E02000965,9421,474
E02000966,11236,923
E02000967,9982,789
E02000968,15914,1421
E02000969,10828,811
E02000970,11049,989
E02000971,9646,823
E02000972,10782,710
E02000973,11458,879
E02000974,9792,883
E02000975,10385,627
E02000976,11199,822
E02000977,7368,789
E02000978,11343,1055
E02000979,10309,933
E02000980,10664,1117
E02000981,10309,805
E02000982,9275,928
E02000983,9804,1074
E09000002,211998,13927
E02000002,7720,802
E02000003,11051,950
E02000004,6586,821
E02000005,10229,678
E02000007,10123,817
E02000008,12635,916
E02000009,11592,551
E02000010,9197,594
E02000011,6983,643
E02000012,11290,860
E02000013,8899,563
E02000014,10016,741
E02000015,8069,524
E02000016,9944,214
E02000017,9331,551
E02000018,9789,553
E02000019,9148,555
E02000020,13015,715
E02000021,8970,618
E02000022,8354,243
E02000023,7985,263
E02006799,11072,755
E09000003,392140,40500
E02000024,10988,1621
E02000025,8451,1014
E02000026,6629,909
E02000027,9753,1087
E02000028,6693,788
E02000029,9382,860
E02000030,9288,1563
E02000031,7728,1210
E02000032,7883,1060
E02000033,8919,961
E02000034,9276,1113
E02000035,9003,1129
E02000036,11577,1202
E02000037,10378,1215
E02000038,11532,1079
E02000039,7268,842
E02000040,8200,896
E02000041,9971,1064
E02000042,12149,1237
E02000043,8195,917
E02000044,8874,627
E02000045,10908,828
E02000046,7582,689
E02000047,12398,920
E02000048,10645,1281
E02000049,9292,485
E02000050,10905,1045
E02000051,9686,1372
E02000052,10586,951
E02000053,15643,727
E02000054,7616,618
E02000055,11861,1106
E02000056,9357,1321
E02000057,8147,669
E02000058,10949,1404
E02000059,11658,912
E02000060,12358,1193
E02000061,8980,938
E02000062,6826,423
E02000063,7755,648
E02000064,6851,576
E09000004,247258,30239
E02000065,8992,447
E02000066,10069,766
E02000067,10267,766
E02000068,8162,544
E02000069,6756,843
E02000070,8064,1147
E02000071,7658,766
E02000072,12851,760
E02000073,10922,1533
E02000074,8527,872
E02000075,8261,1416
E02000077,8241,990
E02000078,7913,1119
E02000079,8660,1329
E02000080,10174,1270
E02000081,8037,1230
E02000082,9211,1129
E02000083,11420,1151
E02000084,11027,1499
E02000085,8004,1015
E02000086,7314,1006
E02000087,8059,1338
E02000088,7794,1151
E02000089,7908,1202
E02000090,9542,1468
E02000091,9966,1796
E02000092,6794,789
E02006785,6665,897
E09000005,330795,27757
E02000093,11147,1132
E02000094,9183,861
E02000095,9994,1184
E02000096,7475,1205
E02000097,9097,897
E02000098,8437,874
E02000099,8941,784
E02000100,8813,1017
E02000101,9598,953
E02000102,7514,589
E02000103,9217,879
E02000104,7281,911
E02000105,9726,782
E02000106,10652,785
E02000107,11533,816
E02000108,6654,589
E02000109,12893,902
E02000110,8622,686
E02000111,10798,849
E02000112,10492,801
E02000113,9815,676
E02000114,10150,663
E02000115,8811,716
E02000116,9386,496
E02000117,13026,963
E02000118,10342,772
E02000119,9000,619
E02000120,9217,656
E02000121,10763,807
E02000122,7812,815
E02000123,15904,844
E02000124,10126,769
E02000125,10452,895
E02000126,7924,570
E09000006,331096,42710
E02000127,9451,870
E02000128,7804,1010
E02000130,8626,729
E02000131,10531,480
E02000132,10185,1029
E02000133,10607,1718
E02000134,11939,1076
E02000135,10537,672
E02000136,5755,993
E02000137,8491,1284
E02000138,8572,1573
E02000139,7852,670
E02000140,8749,797
E02000141,7439,596
E02000142,8840,1104
E02000144,9871,1039
E02000145,9173,812
E02000146,9516,1086
E02000147,8293,1242
E02000148,6740,1066
E02000149,8111,922
E02000150,8667,1032
E02000151,7655,1275
E02000152,7927,795
E02000153,7913,1088
E02000154,8509,1214
E02000155,6973,1323
E02000156,12239,2130
E02000157,8262,1494
E02000158,7825,1247
E02000159,6962,1220
E02000160,8038,1237
E02000161,8808,1248
E02000162,6990,1422
E02000163,7764,1292
E02000165,6984,792
E02006782,7961,1030
E02006787,8114,820
E02006789,6423,1283
E09000008,385346,37003
E02000194,9410,727
E02000195,9833,1029
E02000196,8087,810
E02000197,9593,881
E02000198,8746,572
E02000199,8414,565
E02000200,8847,748
E02000201,9256,509
E02000202,8486,815
E02000203,7937,628
E02000204,9620,830
E02000206,10206,742
E02000207,9156,563
E02000208,10902,570
E02000209,8833,488
E02000210,8512,567
E02000211,8094,1296
E02000212,9306,458
E02000213,11127,493
E02000214,6245,785
E02000215,11321,894
E02000216,6941,1068
E02000217,12202,562
E02000218,6782,675
E02000219,7535,1512
E02000220,12744,781
E02000221,10834,932
E02000222,8323,735
E02000223,8635,586
E02000224,8016,622
E02000225,7609,728
E02000226,7519,1238
E02000227,11492,1461
E02000228,7770,1417
E02000229,6791,657
E02000230,10536,1343
E02000231,7628,1187
E02000232,6299,1028
E02000233,6525,714
E02000234,8753,1024
E02000235,7096,928
E02000236,8014,927
E02000237,7685,1381
E02006788,7686,527
E09000009,341982,30307
E02000238,9416,782
E02000239,8823,970
E02000240,10153,822
E02000241,6690,611
E02000242,6862,567
E02000243,8467,852
E02000244,7495,693
E02000245,8441,584
E02000246,8678,682
E02000247,10505,982
E02000248,7676,642
E02000249,7475,864
E02000250,6300,795
E02000251,7475,747
E02000252,11431,624
E02000253,9313,994
E02000254,8402,834
E02000255,9285,1046
E02000256,8675,793
E02000257,14438,1333
E02000258,6971,552
E02000259,6053,548
E02000260,9334,952
E02000261,11833,851
E02000262,8910,679
E02000263,11887,1062
E02000264,8433,858
E02000265,10676,863
E02000266,11456,882
E02000267,7305,551
E02000268,8944,890
E02000269,8021,700
E02000270,7778,584
E02000271,6895,617
E02000272,6470,783
E02000274,14155,872
E02000275,7472,816
E02000276,6532,506
E02006791,6857,524
E09000010,333869,31689
E02000277,7652,683
E02000278,9837,817
E02000279,13053,617
E02000280,8532,1036
E02000281,9311,831
E02000282,10054,616
E02000283,8840,687
E02000284,8654,942
E02000285,6435,878
E02000286,8517,1383
E02000287,7156,1140
E02000288,11338,837
E02000289,6597,1142
E02000290,6949,425
E02000291,10253,1109
E02000292,9832,871
E02000293,6472,1034
E02000294,9425,844
E02000295,9043,1118
E02000296,10450,1180
E02000297,9620,1388
E02000298,8063,1072
E02000299,10052,695
E02000300,9036,656
E02000301,11026,742
E02000302,8608,920
E02000303,9154,644
E02000304,8211,1145
E02000305,8943,836
E02000306,9208,641
E02000307,10153,862
E02000308,8397,769
E02000309,12354,640
E02000311,10819,960
E02000312,11607,967
E02006793,10218,562
E09000011,286186,20937
E02000313,7539,351
E02000314,16097,367
E02000315,9699,650
E02000316,14525,490
E02000317,8590,456
E02000318,10486,769
E02000319,11881,533
E02000320,7308,433
E02000321,7719,466
E02000323,11327,583
E02000324,7997,651
E02000326,7454,511
E02000327,7147,258
E02000328,6844,765
E02000329,6314,615
E02000331,8237,644
E02000332,7730,715
E02000333,6551,823
E02000334,6613,618
E02000335,6872,831
E02000337,8327,814
E02000339,6320,844
E02000340,6521,1018
E02000341,8176,727
E02000342,6214,548
E02000343,6905,797
E02000344,6553,851
E02006786,7528,545
E02006927,10143,1168
E02006928,11828,265
E02006929,12126,544
E02006930,8908,466
E02006931,9707,821
E09000015,250149,28012
E02000433,8262,1839
E02000434,9619,1223
E02000435,7839,1156
E02000436,5567,1100
E02000437,8564,1199
E02000438,7852,1153
E02000439,9069,843
E02000440,9561,1042
E02000441,7122,1032
E02000442,9098,664
E02000443,10261,846
E02000444,8869,901
E02000445,11116,955
E02000447,7161,854
E02000448,7026,1063
E02000449,8300,800
E02000451,6653,885
E02000452,8582,583
E02000453,8213,695
E02000454,7090,1011
E02000455,9511,851
E02000456,7285,723
E02000457,6616,894
E02000459,9232,765
E02000460,6797,488
E02000461,7480,611
E02000462,6803,688
E02000463,8342,669
E02006795,8036,778
E02006882,14223,1701
E09000016,257810,34468
E02000464,7703,899
E02000465,9346,695
E02000466,8900,1099
E02000467,11227,791
E02000468,8334,1107
E02000469,7297,828
E02000470,9123,1337
E02000471,7570,1433
E02000472,9203,1292
E02000473,10391,1376
E02000474,9145,1122
E02000475,9917,1591
E02000476,10228,962
E02000477,9552,1352
E02000478,5846,1212
E02000479,9445,785
E02000480,12713,1092
E02000481,8041,1561
E02000482,6505,1222
E02000483,7976,1319
E02000484,8347,1138
E02000485,8627,1181
E02000486,7545,1263
E02000487,7745,1485
E02000488,7281,1165
E02000489,8614,1091
E02000490,8015,1251
E02000491,9838,1068
E02000492,6504,1111
E02000493,6832,640
E09000017,304824,29477
E02000494,7696,1367
E02000495,10417,1487
E02000496,7577,1086
E02000497,9291,1221
E02000498,6155,925
E02000499,7642,1271
E02000500,8287,1353
E02000501,8409,1135
E02000502,8561,1036
E02000503,9126,856
E02000504,7482,1211
E02000506,7893,1255
E02000507,8251,782
E02000508,11747,731
E02000509,12194,592
E02000510,9105,1052
E02000511,9976,1004
E02000512,8830,781
E02000513,10049,582
E02000514,10717,799
E02000515,12105,813
E02000516,9192,540
E02000517,10128,657
E02000518,8884,760
E02000519,9245,771
E02000520,13804,906
E02000521,13146,721
E02000522,9624,809
E02000523,11649,709
E02000524,8116,638
E02000525,10269,658
E02006796,9257,969
E09000018,270782,22372
E02000526,8513,802
E02000528,12382,919
E02000529,8957,734
E02000530,7321,505
E02000531,10478,899
E02000532,9011,985
E02000533,8438,832
E02000534,8045,745
E02000535,9282,869
E02000536,9330,820
E02000537,8974,888
E02000538,9627,719
E02000539,10964,787
E02000540,11017,899
E02000541,9664,772
E02000542,11636,928
E02000543,13649,767
E02000544,8172,841
E02000545,8709,753
E02000546,9727,660
E02000547,9965,926
E02000548,10011,797
E02000549,11536,1072
E02000550,11066,620
E02000551,9113,660
E02000552,9142,532
E02000553,7212,681
E02006792,8841,960
E09000021,175470,17254
E02000598,8196,874
E02000599,8452,1129
E02000600,9553,831
E02000601,13059,781
E02000602,11592,682
E02000603,8817,667
E02000604,9329,847
E02000605,8338,1005
E02000606,11179,847
E02000607,8004,587
E02000608,7572,536
E02000609,7692,1059
E02000610,8091,821
E02000611,7360,1099
E02000612,8182,1274
E02000613,8328,882
E02000614,9075,738
E02000615,7718,970
E02000616,6003,688
E02000617,8930,937
E09000024,206186,18255
E02000689,8316,495
E02000690,5565,1030
E02000691,7502,538
E02000692,7828,994
E02000693,9384,547
E02000694,9134,551
E02000695,8388,769
E02000696,7994,421
E02000697,8910,476
E02000698,7994,984
E02000699,8290,686
E02000700,8459,468
E02000701,8447,680
E02000702,8714,579
E02000703,7974,1000
E02000704,8303,737
E02000705,8492,785
E02000706,9385,596
E02000707,7454,539
E02000708,8477,867
E02000709,7682,1013
E02000710,8542,1032
E02000711,8866,662
E02000712,8655,869
E02000713,7431,937
E09000026,303858,26848
E02000751,10675,1786
E02000752,7624,687
E02000753,6590,702
E02000754,6715,633
E02000755,5577,634
E02000756,13705,1375
E02000757,12736,1239
E02000758,6232,745
E02000759,13347,1026
E02000760,7133,811
E02000762,6626,773
E02000763,7592,674
E02000764,12449,1601
E02000765,6860,683
E02000767,8362,793
E02000768,5813,722
E02000769,15826,1111
E02000770,8075,642
E02000772,8941,509
E02000773,10080,612
E02000774,7581,570
E02000776,7061,444
E02000777,6104,650
E02000779,8920,493
E02000780,17392,926
E02000781,15098,1303
E02000782,10596,597
E02000783,7770,413
E02006800,14504,824
E02006924,13693,1354
E02006925,14181,1516
E09000027,196904,21877
E02000784,10056,1300
E02000785,9906,1299
E02000786,11482,1125
E02000787,11970,1077
E02000788,9114,929
E02000789,6530,762
E02000790,6652,507
E02000791,7076,779
E02000792,7233,917
E02000793,8294,977
E02000794,6989,711
E02000795,7147,1027
E02000796,10832,1261
E02000797,7825,623
E02000798,11150,1037
E02000799,6406,658
E02000800,5445,630
E02000801,7264,682
E02000802,6936,908
E02000803,9470,1210
E02000804,7310,877
E02000805,11510,1209
E02000806,10307,1372
E09000029,204525,22688
E02000840,8618,615
E02000841,9292,686
E02000842,7937,904
E02000843,8264,614
E02000844,8373,715
E02000845,9928,804
E02000846,7433,982
E02000847,9455,1498
E02000848,8042,904
E02000849,7960,865
E02000850,10903,1119
E02000851,9927,956
E02000852,7996,756
E02000853,8115,765
E02000854,7563,839
E02000855,8014,1162
E02000856,9186,984
E02000857,8712,1048
E02000858,8479,685
E02000859,8700,1370
E02000860,8519,836
E02000861,7795,1193
E02000863,6847,898
E02006836,8467,1490
E09000031,276700,20611
E02000895,8207,1444
E02000896,9091,1369
E02000897,8570,1149
E02000898,7991,1050
E02000899,8692,1104
E02000900,8808,867
E02000901,10248,990
E02000902,9725,752
E02000903,9769,589
E02000904,8931,553
E02000905,10284,533
E02000906,9551,543
E02000907,11174,701
E02000908,12541,576
E02000909,9014,624
E02000910,10865,644
E02000911,11728,643
E02000912,9333,747
E02000913,9230,697
E02000914,11337,679
E02000915,9273,523
E02000916,9753,518
E02000917,10416,475
E02000918,9808,528
E02000919,9795,577
E02000920,10327,533
E02000921,11270,614
E02000922,10969,589
E06000036,121676,12362
E02003352,5920,1078
E02003353,9798,989
E02003354,10015,895
E02003355,6700,613
E02003356,7294,909
E02003357,9954,931
E02003358,11250,954
E02003359,6495,371
E02003360,11775,911
E02003361,7493,722
E02003362,6802,654
E02003363,7111,1114
E02003364,6761,622
E02003365,6800,905
E02003366,7508,694
E06000043,290395,27956
E02003491,7938,983
E02003492,11800,554
E02003493,8336,1520
E02003494,6618,801
E02003495,7046,867
E02003496,7598,1163
E02003497,7612,1136
E02003498,9138,761
E02003499,8046,736
E02003500,8311,480
E02003501,8798,898
E02003502,7708,827
E02003503,8938,1097
E02003504,8659,660
E02003505,10255,353
E02003506,7263,480
E02003507,9868,1571
E02003508,9941,448
E02003509,9331,799
E02003510,8940,909
E02003511,8546,835
E02003512,9870,397
E02003513,6604,933
E02003514,9461,476
E02003515,9164,811
E02003516,9039,661
E02003517,12429,585
E02003518,7962,1079
E02003519,9645,456
E02003520,9494,658
E02003521,8326,1018
E02003522,7487,865
E02003523,10224,2139
E06000046,141538,28780
E02003581,7853,1173
E02003582,8539,1702
E02003583,7312,1396
E02003584,6484,946
E02003585,6779,1772
E02003586,7829,1447
E02003587,8677,1152
E02003588,8413,1280
E02003589,8136,907
E02003590,7532,2408
E02003591,9729,1670
E02003592,9526,2848
E02003593,5270,1267
E02003594,9353,1831
E02003595,7884,1992
E02003596,9012,1955
E02003597,5735,1284
E02003598,7475,1750
E06000035,277855,31266
E02003314,6412,1067
E02003315,5608,741
E02003316,10957,1325
E02003317,6766,921
E02003318,6007,916
E02003319,8489,731
E02003320,9023,497
E02003321,6501,762
E02003322,8354,467
E02003323,7809,577
E02003324,9731,775
E02003325,7758,475
E02003326,7934,719
E02003327,7518,782
E02003328,9703,556
E02003329,7226,451
E02003330,6648,630
E02003331,8909,1205
E02003332,6317,824
E02003333,7280,475
E02003334,6182,569
E02003335,7654,405
E02003336,6104,1148
E02003337,7297,872
E02003338,7226,911
E02003339,6451,1001
E02003340,8016,926
E02003341,6437,890
E02003342,6331,1052
E02003343,5925,1199
E02003344,7162,661
E02003345,5892,624
E02003346,6742,1052
E02003347,6184,434
E02003348,7850,1528
E02003349,7349,1237
E02003350,6215,887
E02003351,7888,974
E06000042,268607,24913
E02003459,8386,1432
E02003460,10880,1440
E02003461,7254,1240
