LSOACode,MY2018AllPopulation
E01030899,1563
E01030900,1232
E01030901,1361
E01030884,1585
E01030885,1923
E01030886,1277
E01030893,1944
E01030895,1618
E01030881,1513
E01030883,1454
E01030888,1611
E01030894,1702
E01030911,1538
E01030912,1261
E01030913,1223
E01030920,1611
E01030921,1614
E01030882,1463
E01030887,1401
E01030889,1569
E01030896,1261
E01030897,1373
E01030916,2021
E01030917,1164
E01030918,1187
E01030919,1853
E01030922,1746
E01030863,1838
E01030865,1689
E01030866,1596
E01030940,1791
E01030898,1606
E01030905,1684
E01030906,1739
E01030907,1302
E01030914,1430
E01030915,1555
E01030923,1507
E01030924,1233
E01030925,1697
E01030877,1156
E01030878,1656
E01030937,1616
E01030938,1373
E01030939,1179
E01030864,1853
E01030879,1114
E01030941,1596
E01030942,1409
E01030943,1288
E01030870,1560
E01030871,1821
E01030872,1769
E01030873,1444
E01030874,1917
E01030875,1384
E01030876,1282
E01030862,1847
E01030867,1450
E01030868,1364
E01030869,1198
E01030880,2187
E01030930,1542
E01030931,1827
E01030932,1523
E01030933,1826
E01030926,1526
E01030927,1327
E01030928,1723
E01030929,1606
E01030908,1653
E01030909,1323
E01030910,1182
E01030934,1607
E01030935,1306
E01032626,1649
E07000217,101167
E01030946,1410
E01030947,1374
E01030948,1559
E01030949,1766
E01030950,1567
E01030996,1540
E01030998,1801
E01031002,1739
E01031003,1782
E01031004,2120
E01030963,1538
E01030964,1780
E01030965,1428
E01030966,1429
E01030967,1592
E01030968,1284
E01030980,1670
E01030981,1614
E01030982,1780
E01030983,1903
E01030984,2098
E01030985,1521
E01030951,1213
E01030952,1461
E01030953,1351
E01030956,1294
E01030957,1291
E01030958,1388
E01030959,995
E01030988,2064
E01030989,1825
E01030990,1497
E01030997,1395
E01030974,1556
E01030975,1363
E01030976,1464
E01030977,1775
E01030979,1968
E01030954,2470
E01030969,1574
E01030970,1459
E01030991,2066
E01030993,3145
E01030960,1702
E01030961,1878
E01030962,1659
E01031000,1423
E01030955,1392
E01030992,1617
E01030999,1413
E01031001,1642
E01030971,2216
E01030972,2009
E01030973,2842
E01030994,1956
E01030995,1627
E01030944,1376
E01030945,1134
E01030978,1976
E01030986,1018
E01030987,1378
E07000223,63869
E01031349,1328
E01031350,1194
E01031351,1551
E01031352,1581
E01031370,1525
E01031374,1636
E01031338,1240
E01031339,1229
E01031340,1464
E01031365,1981
E01031367,1349
E01031345,1601
E01031353,1329
E01031354,1285
E01031355,1786
E01031359,1353
E01031347,1697
E01031348,1745
E01031366,1509
E01031371,1357
E01031372,1423
E01031373,1394
E01031375,1457
E01031356,2480
E01031357,2239
E01031364,1675
E01031368,1293
E01031369,1372
E01031344,1384
E01031346,1550
E01031361,1456
E01031362,1276
E01031363,1563
E01031358,1533
E01031360,1592
E01031376,1261
E01031378,1417
E01031341,1405
E01031342,1666
E01031343,1368
E01031377,1684
E01031379,1641
E07000224,159827
E01031390,1359
E01031391,1436
E01031392,1504
E01031465,1382
E01031386,1398
E01031387,1545
E01031425,1354
E01031426,1234
E01031393,2063
E01031394,1755
E01031395,1541
E01031396,1898
E01031397,1885
E01031466,1447
E01031427,1684
E01031429,1427
E01031430,1329
E01031467,2941
E01031468,2911
E01031388,3161
E01031389,2253
E01031414,1468
E01031415,1495
E01031459,1874
E01031470,1934
E01031471,1760
E01031472,1541
E01031473,1241
E01031407,1458
E01031408,2045
E01031410,1328
E01031462,1503
E01031463,1639
E01031464,1593
E01031412,1350
E01031422,1496
E01031423,1740
E01031424,1401
E01031398,1460
E01031399,1623
E01031409,1392
E01031455,1528
E01031461,1721
E01031469,1585
E01031411,1374
E01031413,1506
E01031457,1711
E01031458,1792
E01031460,1726
E01031400,1610
E01031428,1581
E01031454,2394
E01031456,1766
E01031401,2863
E01031402,1673
E01031403,1493
E01031405,1383
E01031406,1400
E01031417,1654
E01031438,1567
E01031439,1944
E01031440,1538
E01031404,1246
E01031433,1434
E01031434,1662
E01031441,1757
E01031442,1771
E01031416,1520
E01031418,1983
E01031419,1585
E01031420,1616
E01031421,3082
E01031443,1389
E01031444,1766
E01031450,1437
E01031451,1737
E01031452,1665
E01031431,1603
E01031432,2252
E01031435,1829
E01031436,2126
E01031437,2187
E01031453,1880
E01031380,1597
E01031381,1706
E01031382,1696
E01031383,1578
E01031384,1743
E01031385,1563
E01031445,1491
E01031446,1309
E01031447,1568
E01031448,1624
E01031449,1768
E07000225,120750
E01031502,1611
E01031503,1646
E01031504,2137
E01031519,1397
E01031517,1951
E01031518,1594
E01031544,1266
E01031545,1213
E01031508,2031
E01031520,1445
E01031521,1188
E01031536,1197
E01031497,1508
E01031511,1454
E01031512,2001
E01032717,2911
E01031478,1142
E01031479,1018
E01031498,1098
E01031514,1744
E01031515,1602
E01031516,1466
E01031477,2179
E01031485,1508
E01031487,1553
E01031509,2751
E01031506,1303
E01031507,1252
E01031531,1310
E01031533,1268
E01031543,2281
E01031482,1549
E01031483,2390
E01031486,1956
E01031488,2958
E01031494,1640
E01031495,1512
E01031475,1795
E01031476,1507
E01031532,1731
E01031534,1738
E01031535,1687
E01031480,1343
E01031481,1495
E01031484,1936
E01031490,2490
E01031491,1910
E01031474,1388
E01031493,1732
E01031496,3065
E01031505,2612
E01031489,1473
E01031492,1643
E01031513,2940
E01031530,1324
E01031538,1584
E01031539,1397
E01031499,1647
E01031500,2340
E01031501,1317
E01031529,1272
E01031540,1295
E01031541,1309
E01031542,1996
E01031522,1911
E01031523,1586
E01031524,1659
E01031525,1391
E01031526,1244
E01031527,1537
E01031528,1426
E07000226,112448
E01031573,1784
E01031574,1823
E01031575,1905
E01031576,1760
E01031577,1391
E01031586,1846
E01031587,2215
E01031588,1563
E01031590,1584
E01031593,1471
E01031570,1397
E01031571,1754
E01031572,1788
E01031609,1593
E01031610,1881
E01031583,2221
E01031584,1775
E01031585,1907
E01031601,1352
E01032835,2247
E01032836,1807
E01031589,1750
E01031591,1907
E01031594,1450
E01031600,1470
E01031603,1580
E01031564,1534
E01031565,2207
E01031566,1648
E01031567,1383
E01031568,1501
E01031596,1904
E01031597,1464
E01031598,1715
E01031599,1977
E01031608,2014
E01031578,1747
E01031580,2509
E01031581,1713
E01031592,1976
E01031560,1486
E01031561,1520
E01031562,1351
E01031563,1441
E01031579,1462
E01031582,1960
E01031547,1322
E01031548,1699
E01031549,1783
E01031550,1454
E01031569,1576
E01031595,1653
E01031604,1576
E01031605,1573
E01031606,1476
E01031607,1457
E01031546,1512
E01031551,1602
E01031553,1503
E01031554,1873
E01031555,1630
E01031552,2034
E01031556,1671
E01031557,2001
E01031558,1708
E01031559,1612
E07000227,142217
E01031670,1623
E01031671,1628
E01031673,1615
E01031676,3744
E01031644,1629
E01031645,1431
E01031646,1554
E01031647,1184
E01031649,1120
E01031650,1262
E01031666,1583
E01031668,1551
E01031620,1707
E01031648,1722
E01031651,1696
E01031658,2227
E01031689,1617
E01031654,1571
E01031655,1700
E01031667,1533
E01031669,1691
E01031672,1917
E01031657,1979
E01031659,1750
E01031674,1416
E01031675,1519
E01031636,2543
E01031652,1836
E01031653,1983
E01031656,1782
E01031688,1396
E01031691,1829
E01031619,3930
E01031637,3036
E01031638,1794
E01031690,1485
E01031639,1961
E01031640,1843
E01031660,1334
E01031661,1596
E01031679,2103
E01031677,1550
E01031678,1940
E01031680,1624
E01031681,1468
E01031682,1135
E01031683,1522
E01031611,1826
E01031612,1933
E01031613,2860
E01031614,2362
E01031615,1632
E01031632,1602
E01031633,1339
E01031634,1291
E01031635,1348
E01031621,1702
E01031623,1674
E01031627,1963
E01031664,1574
E01031626,1566
E01031630,1721
E01031631,1648
E01031662,1590
E01031663,2118
E01031665,1211
E01031618,1358
E01031641,1535
E01031642,2106
E01031643,1996
E01031687,1719
E01031622,1608
E01031624,1721
E01031625,1709
E01031628,1708
E01031629,1479
E01031616,1638
E01031617,2431
E01031684,1454
E01031685,1756
E01031686,1380
E07000228,149716
E01031731,2035
E01031732,1912
E01031733,1710
E01031734,1569
E01031741,1933
E01031742,2052
E01031743,1655
E01031718,1848
E01031719,1747
E01031720,1481
E01031722,1379
E01031695,1480
E01031696,1405
E01031729,2233
E01031730,1740
E01031735,1658
E01031736,1774
E01031737,1646
E01031738,1483
E01031739,1962
E01031740,1321
E01031721,1888
E01031723,1647
E01031724,1284
E01031725,1497
E01031694,1971
E01031764,1447
E01031765,1476
E01031766,2036
E01031692,2613
E01031693,1859
E01031697,1206
E01031727,1804
E01031758,1417
E01031760,1793
E01031772,1984
E01031773,2027
E01031774,2184
E01031775,1880
E01031751,2740
E01031759,1744
E01031761,2262
E01032837,2262
E01032838,1662
E01032839,1223
E01031752,1920
E01031753,1461
E01031754,1635
E01031755,1351
E01031757,1475
E01031726,1652
E01031728,2726
E01031749,1496
E01031750,1505
E01031756,2587
E01031763,1768
E01031699,1647
E01031700,1657
E01031701,1863
E01031714,1853
E01031704,1817
E01031706,1685
E01031711,2132
E01031712,1464
E01031713,1687
E01031705,1550
E01031707,1579
E01031708,1881
E01031709,1721
E01031716,1238
E01031717,1422
E01031702,1642
E01031703,1725
E01031710,1396
E01031715,1553
E01031698,1731
E01031767,1851
E01031769,1843
E01031770,1735
E01031771,1647
E01031744,1489
E01031745,2076
E01031746,1733
E01031747,1606
E01031748,1415
E01031768,1573
E07000229,110025
E01031793,1311
E01031820,1733
E01031821,1703
E01031828,1285
E01031829,1579
E01031822,1653
E01031825,1645
E01031826,1430
E01031827,1552
E01031839,1767
E01031792,1452
E01031794,1354
E01031795,1722
E01031818,2030
E01031830,1580
E01031778,1585
E01031797,1390
E01031800,1655
E01031823,1616
E01031824,1256
E01031776,1684
E01031777,1655
E01031780,1558
E01031781,1703
E01031798,1582
E01031783,1606
E01031785,1504
E01031786,1578
E01031817,1888
E01031819,2279
E01031782,1693
E01031784,2605
E01031836,1659
E01031838,1533
E01031840,1730
E01031791,2231
E01031796,1627
E01031799,1681
E01031801,1862
E01031837,1959
E01031779,1401
E01031831,1675
E01031832,1687
E01031833,1651
E01031834,1536
E01031790,1960
E01031807,1812
E01031809,1719
E01031810,1681
E01031811,1566
E01031787,2030
E01031788,2286
E01031789,2234
E01031808,1612
E01031835,2009
E01031812,1611
E01031813,1764
E01031814,1656
E01031815,1506
E01031816,1671
E01031802,1641
E01031803,1493
E01031804,1682
E01031805,1544
E01031806,1683
E06000022,192106
E01014399,1731
E01014400,2678
E01014401,1754
E01014402,2378
E01014403,1650
E01014404,2124
E01014395,1255
E01014396,1538
E01014397,1382
E01014398,1455
E01014409,1653
E01014410,1784
E01014411,2180
E01014477,1511
E01014478,1232
E01014479,1485
E01014480,1506
E01014465,1608
E01014466,1359
E01014467,1586
E01014468,1607
E01014370,2037
E01014371,1933
E01014372,2057
E01014412,1426
E01014413,2123
E01014414,1594
E01014427,1489
E01014428,1371
E01014429,1602
E01014430,1566
E01014405,2355
E01014407,1942
E01033080,2286
E01014373,1717
E01014374,1535
E01014375,1261
E01014376,1475
E01014377,1388
E01033078,1858
E01033079,1238
E01014461,1180
E01014462,1531
E01014463,1631
E01014464,1580
E01014380,5089
E01014381,1584
E01014481,1695
E01014482,1323
E01014483,1612
E01014484,1837
E01014473,1851
E01014474,1199
E01014475,3377
E01014476,1494
E01014435,1683
E01014436,1604
E01014437,1429
E01014438,1294
E01014455,1317
E01014456,1511
E01014457,1351
E01014458,1430
E01014391,1608
E01014392,1105
E01014452,1470
E01014453,1402
E01014454,1348
E01014459,1568
E01014460,1165
E01014415,2057
E01014416,1734
E01014417,1794
E01014387,1397
E01014388,1330
E01014389,1462
E01014390,1552
E01014431,1268
E01014432,1372
E01014433,1446
E01014434,1921
E01014385,1343
E01014386,1197
E01014419,1399
E01014446,1203
E01014447,1431
E01014382,2421
E01014383,1077
E01014384,1593
E01014418,1429
E01014379,2847
E01014442,1778
E01014443,1578
E01014444,1837
E01014445,1792
E01014393,1318
E01014394,1733
E01014439,1762
E01014440,2714
E01014441,1646
E01014448,1636
E01014449,1547
E01014450,1373
E01014451,1560
E01014420,1614
E01014421,1349
E01014422,1669
E01014423,1493
E01014469,1455
E01014470,1790
E01014471,1617
E01014472,1924
E01014424,1841
E01014425,2323
E01014426,1507
E06000058,395784
E01015301,1609
E01015303,1510
E01015305,1517
E01015306,1697
E01015302,1771
E01015304,1629
E01015308,1696
E01015311,1367
E01015332,1559
E01015333,1423
E01015334,1636
E01015335,1695
E01015337,1713
E01015343,1533
E01015349,1547
E01015351,1514
E01015352,1661
E01015353,1109
E01015354,1835
E01015307,1466
E01015309,1501
E01015312,1405
E01015313,1462
E01015359,1604
E01015320,1694
E01015323,1651
E01015324,1625
E01015325,1718
E01015350,1436
E01015310,1553
E01015336,1733
E01015355,1550
E01015357,1644
E01015358,2023
E01015338,1758
E01015339,1633
E01015340,1673
E01015341,1495
E01015321,1867
E01015356,1833
E01015374,2365
E01015375,1911
E01015377,1681
E01015322,1655
E01015330,1883
E01015342,1615
E01015373,1791
E01015378,1759
E01015314,1497
E01015315,1900
E01015318,1757
E01015319,1394
E01015344,1783
E01015346,1609
E01015348,1847
E01015360,1813
E01015326,2001
E01015331,2473
E01015345,1909
E01015376,1814
E01015316,1607
E01015317,1577
E01015361,1484
E01015362,1214
E01015363,1707
E01015292,1842
E01015293,1514
E01015294,2140
E01015327,2106
E01015329,1685
E01015272,1804
E01015273,2155
E01015275,1726
E01015276,1745
E01015277,2030
E01015283,2661
E01015286,2014
E01015287,3318
E01015328,2015
E01033242,1144
E01033285,1426
E01015274,1853
E01015297,1588
E01015364,1638
E01015365,1736
E01015366,1893
E01015279,1990
E01015280,2164
E01015281,1849
E01015282,2274
E01033241,1129
E01033283,1249
E01015295,1481
E01015296,1895
E01015298,1622
E01015299,1736
E01015300,1561
E01015285,4045
E01015288,2193
E01015289,2196
E01015290,2626
E01015291,2075
E01015371,1594
E01015372,2052
E01033286,1189
E01033288,1089
E01015367,2706
E01015368,1797
E01015369,1688
E01015370,1731
E01015431,1423
E01015432,1612
E01015433,1492
E01015434,1609
E01015379,1461
E01015435,1546
E01015436,1310
E01015437,1215
E01015395,1253
E01015396,1562
E01015397,1404
E01015398,1336
E01015399,1507
E01015400,1612
E01015401,1486
E01015412,1296
E01015413,1456
E01015414,1449
E01015415,1258
E01015416,1335
E01015407,1512
E01015408,1610
E01015409,1430
E01015410,1507
E01015411,1333
E01015417,1488
E01015418,1419
E01015419,1788
E01015420,1594
E01015421,1526
E01015422,1336
E01015380,1712
E01015381,1663
E01015382,2002
E01015383,1394
E01015384,1680
E01015385,1803
E01015438,1526
E01015439,1867
E01015441,1877
E01015442,2056
E01015443,1848
E01015444,1736
E01015386,1764
E01015387,1496
E01015388,1496
E01015389,1534
E01015390,1830
E01015391,1363
E01015392,1482
E01015393,1281
E01015394,1551
E01015440,2049
E01015447,1652
E01015449,1811
E01015456,1804
E01015457,1782
E01015445,1892
E01015446,1608
E01015448,1571
E01015450,1733
E01015451,1465
E01015458,1563
E01015460,1790
E01015461,1611
E01015462,1681
E01015463,1671
E01015464,1649
E01015427,1824
E01015428,2251
E01015429,1637
E01015430,1492
E01015465,1763
E01015466,1777
E01015468,2425
E01032659,1253
E01032660,1909
E01032661,1372
E01032662,1277
E01015423,2488
E01015424,1378
E01015425,1241
E01015426,1365
E01015452,1883
E01015453,1933
E01015454,2094
E01015455,1948
E01015459,1755
E01015402,1739
E01015403,1800
E01015404,1739
E01015405,1815
E01015406,1781
E01020343,1559
E01020344,1546
E01020345,1320
E01020365,1644
E01020351,1387
E01020352,1484
E01020353,1770
E01020359,1420
E01020366,2150
E01020349,1796
E01020350,1877
E01020357,2195
E01020358,1562
E01020369,1410
E01020370,1580
E01020371,1582
E01020372,1448
E01020346,1698
E01020347,1804
E01020348,1723
E01020363,1191
E01020360,1773
E01020361,1769
E01020364,1571
E01020367,1826
E01020368,2566
E01020354,1417
E01020355,1936
E01020356,1592
E01020362,1436
E06000023,463405
E01014601,1851
E01014602,1990
E01014603,2329
E01014605,1800
E01032516,1871
E01032517,1628
E01014688,1752
E01014689,1689
E01014690,2106
E01014691,1891
E01014692,1639
E01014693,1275
E01014694,1692
E01014497,1695
E01014498,1701
E01014638,1774
E01014639,1543
E01014640,1615
E01014631,1224
E01014632,2131
E01014633,1842
E01014636,1550
E01014630,2313
E01014634,1859
E01014659,2353
E01014661,1727
E01014616,1497
E01014719,1406
E01014720,1592
E01014721,1623
E01014641,1407
E01014642,1490
E01014643,1384
E01014644,1596
E01014492,1628
E01014493,1482
E01014494,1528
E01014495,1753
E01014496,1801
E01014499,1632
E01014715,1628
E01014716,1526
E01014717,1959
E01014718,1474
E01014510,2247
E01014635,2040
E01014637,1570
E01014662,1704
E01014615,1482
E01014617,1346
E01014618,1579
E01014620,1505
E01014571,1721
E01014577,1674
E01014586,1526
E01014587,1747
E01014588,2285
E01014589,1630
E01014590,2220
E01014591,1790
E01014592,1687
